Iteration: 80
-0.016088 0.009294 0.016382 -0.020602 -0.002840 0.002948 0.000421 -0.019607 -0.018816 -0.011317 0.010708 0.017650 -0.020563 -0.012535 -0.010886 0.000357 -0.023246 -0.015729 0.000629 0.011768 -0.003852 -0.026764 -0.012543 0.002813 0.001209 -0.000068 -0.025243 0.018745 0.014282 -0.008260 -0.010705 -0.006903 0.015248 -0.002451 -0.016011 -0.032717 -0.013304 -0.016331 -0.009753 0.018795 0.012419 -0.000983 -0.006003 -0.011646 -0.029210 -0.008950 0.000429 0.016588 0.016311 0.021142 -0.011354 -0.013566 -0.005666 -0.020213 0.004156 0.011312 0.017955 0.007462 -0.002905 -0.007582 0.006624 0.006979 0.000634 0.021065 0.019183 0.016239 -0.000982 -0.008927 0.016565 0.008688 0.016299 0.016243 0.015060 0.017812 0.019085 0.000958 0.012318 0.022603 0.006307 0.010268 0.003169 0.240519 0.176788 -0.026271 0.318754 0.094158 0.161833 -0.421887 -0.200765 -0.173950 0.030669 0.024288 -0.127190 -0.016230 0.081866 -0.218890 -0.278540 -0.169903 -0.058270 0.157162 -0.166698 0.132849 -0.041477 0.442473 0.030437 0.014825 -0.092157 0.046201 -0.083916 0.017606 0.001354 -0.041562 0.014849 -0.020846 0.075392 0.130246 0.120686 
-0.033029 -0.032175 -0.040781 -0.045047 -0.039432 -0.021564 -0.027368 0.005099 0.044844 -0.026425 -0.052128 -0.041230 -0.050516 -0.048632 -0.033021 -0.034811 -0.012573 0.051417 -0.033869 -0.040238 -0.035321 -0.043028 -0.059521 -0.037863 -0.043362 -0.079522 0.119838 -0.027427 -0.015944 -0.049717 -0.023662 -0.033568 -0.023761 -0.020056 -0.077132 0.256391 -0.025052 -0.031254 -0.042642 -0.027759 -0.040655 -0.019290 -0.052963 -0.090203 0.443286 -0.025455 -0.041072 -0.032788 -0.026167 -0.047811 -0.044957 -0.095076 -0.005410 0.465859 -0.037455 -0.039949 -0.017881 -0.040564 -0.056439 -0.046055 -0.090777 0.093499 0.387705 -0.023811 -0.018650 -0.018027 -0.050471 -0.063674 -0.030142 -0.068747 0.142785 0.291224 -0.010369 -0.024852 -0.029576 -0.057934 -0.066009 -0.086129 -0.031890 0.171764 0.266965 0.002453 0.000154 -0.000538 -0.001534 -0.000658 -0.001562 -0.002964 0.000531 -0.000004 -0.000046 0.000024 0.002547 -0.000549 -0.001379 0.004733 -0.000445 0.003399 -0.001358 -0.000803 0.001462 0.000478 0.001076 -0.001996 -0.001554 -0.000218 0.000630 -0.000038 -0.000493 0.000301 0.001586 0.000037 0.002096 -0.000993 -0.000699 0.002413 0.002070 
0.005246 0.008182 0.005544 0.003127 0.002738 0.000969 0.001822 0.005000 0.004301 -0.006779 -0.000551 -0.005144 -0.001626 0.004215 -0.006057 -0.005233 -0.014848 -0.005071 -0.005179 -0.006795 -0.011094 -0.008109 -0.002354 -0.009282 -0.003255 -0.007924 -0.007402 -0.001235 0.009615 0.003118 -0.006328 -0.011461 -0.006647 -0.003230 -0.005553 0.001505 0.021560 0.008517 0.005091 -0.000071 0.006287 -0.006995 -0.009744 -0.010179 0.001505 0.004998 0.000777 0.011314 0.011621 -0.002135 0.000152 0.004278 0.008022 -0.008023 -0.001744 -0.001382 -0.006483 0.002061 0.001680 -0.006022 -0.001829 0.000698 -0.011170 -0.001636 -0.006253 0.003623 -0.002121 0.007901 0.003125 0.001113 -0.005747 -0.008975 0.026088 0.015400 -0.004511 0.002373 0.000803 0.001305 0.012019 0.018763 -0.000276 -0.088489 -0.092806 -0.092366 -0.093145 -0.118182 -0.129728 -0.125012 -0.126171 0.383102 0.399559 0.398727 0.407896 0.113250 0.128776 0.142506 0.111544 0.139350 0.150271 0.152833 0.138135 0.153049 0.146697 0.181105 0.194841 -0.024500 -0.020667 -0.018611 -0.020299 -0.020843 -0.021208 -0.021690 -0.020178 -0.021211 -0.019386 -0.022996 -0.019595 
0.001621 0.008331 0.005593 -0.000787 -0.003904 0.003012 -0.005296 -0.006820 -0.007670 0.002679 0.001569 -0.003748 0.000331 0.001904 0.001873 -0.004617 -0.000594 -0.000941 0.004288 -0.004552 -0.006038 -0.000906 -0.003986 -0.002875 -0.000447 -0.002460 -0.002323 0.001566 0.000805 -0.004995 -0.005320 -0.004861 -0.002271 -0.004501 -0.000514 -0.002273 0.000420 0.001573 -0.001603 -0.001137 -0.000607 0.002233 -0.005772 -0.000197 0.007900 -0.007056 -0.001214 0.004219 0.008212 -0.001709 0.001266 -0.002247 -0.007709 -0.002883 -0.001699 0.004593 0.008221 0.010459 -0.002889 -0.000459 -0.001661 -0.011594 -0.009747 -0.003471 0.003026 -0.005965 0.011988 0.006966 0.003329 0.000061 -0.004077 -0.000079 0.002218 0.003017 -0.001099 0.015537 0.010376 0.005230 0.009689 0.006817 -0.003351 0.141756 -0.297293 0.131128 0.160911 0.205662 -0.325838 0.001807 0.024346 0.145652 -0.269402 -0.162103 -0.169536 0.031175 -0.095725 0.110753 0.283217 0.099220 -0.176431 0.173105 0.277388 0.208714 -0.277508 0.115759 0.146442 0.028230 -0.013094 0.021435 0.090772 0.023634 -0.048171 -0.006768 0.174885 0.024163 -0.121171 0.036131 0.287712 
-0.084017 -0.154277 0.092848 0.006383 0.050779 0.021034 -0.096723 -0.081183 0.048361 0.163278 0.162872 -0.067293 -0.055372 -0.149854 -0.016144 0.169256 0.027571 -0.058665 -0.060430 -0.065299 0.105544 0.120667 0.063489 0.075216 0.030903 -0.009459 0.100716 0.071138 -0.042121 -0.166922 -0.132356 0.010004 0.013733 0.007983 0.217764 0.081662 -0.237060 0.079819 0.071928 -0.197526 -0.128206 0.010218 -0.038257 -0.136469 0.046031 0.152044 -0.245551 -0.214150 0.121229 -0.064414 -0.267797 -0.168652 0.020560 -0.027353 -0.035831 0.180625 0.105432 -0.105927 0.100294 0.252020 0.045039 -0.054036 -0.089413 0.140696 -0.066526 -0.030378 0.142149 0.077506 -0.070775 -0.038878 0.013208 -0.006659 -0.062078 0.043808 0.061837 -0.032623 0.050439 0.198903 0.080179 -0.080434 0.003942 -0.004384 -0.002953 -0.000465 0.001531 0.000141 0.001763 -0.001636 -0.004306 -0.003209 -0.000677 -0.001471 -0.002523 0.001260 -0.003815 -0.000818 0.000492 -0.000722 -0.001920 -0.002728 -0.003012 -0.000864 0.001336 -0.000661 -0.004013 -0.001757 -0.001188 -0.003053 0.001018 0.002884 0.000870 -0.003523 -0.000930 0.001640 -0.002403 -0.000171 0.001372 
0.111153 0.026363 0.036195 0.008285 -0.078902 -0.211399 0.271482 0.195781 -0.138555 -0.015918 -0.054200 -0.134618 -0.062929 0.028558 0.069792 -0.009592 0.091148 -0.262033 0.033650 -0.001385 0.042843 0.130825 0.117243 0.102908 0.037131 -0.280593 0.151685 -0.044380 -0.031369 0.045533 -0.115874 -0.051499 -0.146847 -0.035811 0.005009 0.139957 -0.002253 0.001570 0.073198 -0.013582 0.033011 0.048276 0.098507 0.209339 -0.373091 0.122462 -0.094687 -0.003781 0.022057 -0.229116 0.085600 -0.021624 -0.007224 -0.011741 -0.046414 -0.074107 0.029634 -0.077760 0.076269 0.141636 0.032366 -0.066042 0.040153 -0.041791 -0.063204 0.060051 0.102049 -0.146583 -0.041767 -0.101243 0.040573 0.046783 0.149188 0.029197 -0.074314 0.189927 0.019198 -0.152111 0.050165 -0.042291 0.013884 -0.003048 -0.000121 -0.001848 0.002943 -0.000462 0.002698 0.004213 -0.001751 -0.000437 0.001393 -0.002250 -0.000934 -0.000742 -0.001654 -0.000727 0.008005 -0.004287 -0.004679 0.000709 -0.000546 -0.007435 0.002071 0.001874 -0.003614 -0.002642 0.002443 0.002823 0.005852 -0.000319 -0.005913 -0.002892 -0.003766 -0.002456 -0.002162 -0.005664 0.002924 
0.144544 0.161189 0.119537 0.033518 -0.340753 -0.373589 -0.229574 -0.197328 -0.172282 0.022936 0.060795 0.144499 0.129103 0.163422 0.025960 -0.076286 -0.297498 -0.309694 0.062740 0.027260 0.135322 0.144268 0.017909 0.084858 0.159599 0.249948 0.074851 -0.041052 -0.039654 -0.020143 0.111433 0.106269 0.095328 0.069031 0.076377 0.179289 -0.022376 -0.015994 -0.009855 -0.019551 -0.016027 -0.079803 0.038575 0.091243 0.057570 -0.009655 -0.014180 -0.011687 -0.011866 -0.005523 0.010663 -0.015769 -0.001685 -0.012209 0.016085 0.002210 -0.044202 -0.030812 -0.018699 -0.025659 -0.003076 -0.034323 0.025075 0.030291 0.040288 -0.028431 -0.053162 -0.096210 -0.017773 -0.024081 -0.035984 0.003131 -0.126234 -0.032786 0.065277 0.015890 0.046932 -0.009951 0.005184 -0.059641 -0.063341 -0.000560 0.001363 -0.000025 0.000885 0.002313 0.000465 0.000302 -0.000799 -0.000880 0.000043 -0.002248 -0.002297 0.001500 -0.002387 -0.003952 0.000077 -0.000147 -0.001146 -0.003320 0.001113 0.000661 0.000147 -0.001100 -0.001217 -0.000943 0.001677 0.003058 -0.002527 -0.000005 -0.001267 -0.001051 0.001496 -0.001193 0.001349 -0.001341 -0.001620 
0.077582 -0.029830 0.008916 -0.043123 -0.103108 0.056764 -0.007056 0.089969 0.087035 0.155956 0.261942 0.087138 0.030656 -0.121553 -0.138414 -0.033981 -0.075514 0.008302 -0.046269 -0.114175 0.040868 0.134435 0.007032 -0.161326 -0.203404 0.069340 0.053652 0.037434 -0.054351 -0.041167 0.036533 0.010630 0.119051 -0.168870 -0.321645 0.189655 0.095983 0.194405 -0.069747 0.016729 -0.019066 0.015017 0.227077 0.010993 -0.393421 -0.110762 -0.110310 -0.012756 0.074790 0.126718 0.010254 -0.069079 0.016123 0.094271 0.140480 0.026322 -0.013094 -0.114313 -0.081071 0.124878 0.043257 0.075155 0.181266 -0.054539 0.084275 0.047168 0.001758 -0.042767 -0.183396 -0.115247 -0.045354 -0.041797 -0.086620 0.056081 -0.010083 -0.015920 0.120957 -0.008434 0.029707 -0.004112 -0.110879 -0.001009 -0.000167 0.001359 0.000460 -0.003565 -0.002340 0.001760 -0.004028 -0.003729 -0.000147 0.000676 0.002856 0.001478 -0.001639 -0.001280 -0.001623 -0.002479 0.001541 0.000807 0.001045 0.000626 0.000569 -0.001654 0.001674 0.000173 0.000444 -0.000291 -0.003414 -0.000618 0.002278 -0.000357 0.004634 0.003282 -0.000152 0.002151 -0.000034 
0.005148 -0.011639 -0.101890 -0.039275 -0.156770 0.035722 0.026613 -0.020942 0.095216 0.041678 -0.107360 -0.039466 -0.117430 -0.106833 0.130820 0.000563 0.065806 0.034589 -0.039948 -0.076846 -0.001837 -0.217249 0.148667 0.114828 -0.068764 -0.031700 0.001542 -0.012339 0.104304 -0.276962 0.075914 0.216724 -0.058777 -0.019220 0.044411 0.042777 0.078343 -0.093971 -0.072853 0.236944 -0.262071 0.071285 0.181597 -0.045646 0.050654 0.068760 -0.208440 0.308060 -0.099163 -0.140932 0.238124 0.003025 -0.010906 0.022625 0.061884 -0.161936 0.306119 -0.245359 0.048858 0.034724 -0.015715 0.045765 -0.043946 0.069286 -0.052126 0.093089 -0.052557 -0.019724 -0.023453 0.044428 0.046732 -0.015714 -0.028730 0.020617 0.039791 -0.021911 -0.009626 -0.021026 -0.022262 -0.081266 -0.001457 0.000093 0.001531 -0.003411 -0.002308 0.008912 -0.000892 -0.004654 0.003666 0.001117 -0.003681 0.003052 -0.000472 -0.000525 0.003244 0.001867 -0.007367 0.004531 0.002000 -0.002150 0.000522 -0.000537 0.001434 -0.000555 0.003323 0.001342 -0.004368 -0.003397 0.000623 0.003842 -0.002010 0.001121 0.002656 0.003351 -0.001607 -0.003798 -0.002706 
-0.012729 -0.007554 0.005114 0.011727 0.008691 0.003170 0.001835 0.003927 0.007887 -0.002464 -0.001383 0.011980 0.014284 0.010191 0.006511 -0.005088 0.008130 -0.001140 -0.019517 -0.001456 0.021399 0.003560 -0.003976 0.009422 -0.004544 -0.003745 0.007418 -0.013640 -0.009818 0.013584 -0.005847 0.006856 0.012801 -0.007495 -0.005204 0.001645 0.004734 -0.000138 -0.005845 0.000335 0.010706 0.011650 -0.008608 0.003808 0.010717 0.001729 0.003776 -0.000949 -0.004774 -0.009693 -0.016513 -0.023996 0.004295 0.007561 -0.004638 -0.011689 0.005409 0.008647 -0.004542 -0.006091 -0.018550 -0.001510 0.008874 0.007105 -0.006176 0.000008 -0.009982 -0.010717 0.003112 -0.001687 0.013334 -0.007200 0.002140 -0.002652 0.000083 -0.001734 0.000727 0.004711 -0.007523 0.000541 -0.013331 -0.032159 0.056932 -0.008849 -0.102248 -0.002996 -0.035716 0.267427 -0.158404 0.240774 0.009612 0.466240 -0.743035 -0.000955 -0.001135 -0.039800 -0.086486 -0.014304 0.038585 0.032413 0.031450 0.027395 -0.054359 0.046569 0.070783 0.024893 -0.022946 0.027145 0.042291 -0.026725 0.022660 -0.052396 -0.044884 -0.031458 0.102073 0.056209 0.075622 
